"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380831904.92263","1526978551.94413","1670419901.6362","1770013726.40583","1915914980.95645","2020462155.30794","2172614069.3354","2291930976.55178","2353365789.88142","2398708121.20871","2547371848.9138","2695963314.06482","2758430087.23846","2937770837.47686","3067918452.11628","3273132515.7084","3514830794.62763","3783682644.202","4117242955.46416","4238005055.03622","4563052056.89145","4967221274.04692","5045869522.88857","5577599863.55522","6142728820.47074","6745444421.12321","6799303268.43381","6243487372.31098","6468113503.28226","",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5300190406958.27","5549945442327.15","5729323086277.65","6130363067493.83","6550642029127.33","7070080873335.79","7572820513541.04","8109540994685.78","8405766126065.36","8900886298998.03","9746066469451.44","10475056608025","11317169041146.1","12376385466383.6","13753351967952.6","15334016652161.9","17565502393159.2","19881957298046","22032384726960.5","23029473847134.3","25193230791301.9","27694357885436.2","29826614039546","31668669597798.5","32833465017915.2","33113564644390.5","34258921069762.2","36201030899829.8","39062457282695.3","",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21492726074.9094","22964402175.8402","25270202754.9848","27553343461.5084","27565323899.1938","29604692441.2476","32805212033.5297","36132747527.5176","41214452084.7705","44008465206.2913","48263291601.7483","53893968504.078","61698982117.4761","66344339088.5645","57437546514.3803","62112596122.8684","69113557960.608","73635737734.6153","78911079132.147","82564270189.9137","83730597415.0676","88699845604.0485","95659970670.1725","100384504446.564","",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11324271457.4158","12719226237.75","13245798385.3949","14129218630.0844","14982332386.0584","16191526679.6391","17116837815.7775","17967628355.5316","18855147270.7779","21794057203.7217","24154411064.4221","24679209789.4911","26222378149.9609","27115969640.8047","29341820786.6632","31733108754.2518","36836477089.73","40307717243.2934","42362971851.4074","40987695882.111","43434533307.3879","47690524461.9649","48646428610.814","51940075107.1763","56353766041.0479","59096856502.3694","64399672527.5245","67280181468.9465","71000340500.3936","",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14835390946.5021","13642369949.7972","14192922395.2723","15730664530.2207","16985720475.9086","17666600811.7094","18981986127.8214","21077692575.5144","23223235583.3829","25192922036.7631","27608294804.0511","30977938494.0902","34922333588.0264","39883039015.2438","42383912499.5656","36273304547.5848","36917843177.9469","40760565612.312","43313156236.3567","45672616675.1123","47540328804.5663","49103820599.6763","51740645049.4547","55332554898.2565","59250542687.3389","",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9311014594.26667","9978091254.13532","11562697949.9991","12450588974.6419","13257196881.2819","13981393932.6719","14177701720.037","14381866283.0503","13879010239.3384","13747240781.5397","14862289982.3906","15627028668.2452","17294496887.3559","19668413435.8157","25601993712.4437","28527148429.9647","33303529407.3046","39138977065.0241","41254444699.5309","42118204702.2061","53373511217.8751","66297551188.7777","75359756296.4618","88614944267.8345","90633845335.6545","70217084008.0665","70417283274.2349","79017384059.024","85347522700.7249","",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63790009520.878","70706042172.5816","70800338630.4813","71941032544.1339","81257017165.7305","78476434768.3277","89800943967.3771","89923770195.1446","97518322233.475","99996017344.8846","104186959603.198","114265954833.455","119696543290.598","129187236500.478","139029206433.401","148078776954.052","164115797568.888","174476003598.539","188405513421.103","197898249082.637","207843489309.352","223315729951.264","225677095240.543","235384979796.387","233044129282.686","247397868160.786","252196888461.88","264288992649.476","278822257350.417","",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9406862425.27042","9016135211.45018","9322670951.90556","8810827854.6586","8636982988.7651","9016173136.06672","9775986306.47665","10705207506.7242","11623678290.3902","12819921644.7466","14210698941.6166","15343499453.1546","16228338732.4992","17834433426.7838","16892170522.0444","18302326116.2903","19771747783.4582","20917450428.3732","24828276798.826","25218449960.7863","30234620826.06","34632672569.4317","32101220495.8184","34001218844.0559","",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14070132927.0231","13628168699.3603","14104076886.8388","14740948378.7629","15044942315.5008","15623412323.2937","16251363071.4642","17142193552.7897","18016808174.2904","19128479036.5465","20486973966.4851","22196252649.7292","19689742057.5473","22017798501.9507","23799202525.186","25670110191.0444","27775266132.987","30301286781.8181","32964265021.1293","31894017422.8248","32465464442.0452","33666784883.1948","34296668722.2987","35322229193.5646","36715070247.6431","37486145957.9618","40002821160.8304","40514544581.3315","43395914281.6553","",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570177742.61438","1724582301.85589","1901647671.53837","2067177689.32829","2226528636.06013","2363844377.18308","2320427418.51438","2528456473.91694","2929532794.57256","3189921611.04132","2857433735.89919","3712603229.27566","4106412497.84079","4583370938.96971","4284461794.59719","4649285283.22389","5153016194.53146","5438423233.18317","6140138449.43167","6956386961.73918","7628135964.32875","8279741215.86001","8929621692.98355","9777272817.57726","",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2063348981845.47","2212973635480.77","2367334799033.66","2483085122239.77","2590445674227.07","2715247470033.7","2894230384995.81","3040413592354.78","3222506330028.58","3327964169948.79","3597346670433.48","3724940060993","3849780051978.01","4120709047886.73","4572460243521.93","4939943568378.16","5378219671619.02","5805147833451.83","6183528128633.37","6277317036941.05","6672419031480.68","7042196168288.47","7359077450752.51","7448192799804.58","7525243136341.92","6846846269421.04","6803664882006.43","7281490963765.63","7650701194623.48","",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","678414631297.192","731979513078.201","778107605101.355","758247409111.742","812704221638.171","777544178691.375","845410743583.087","918870686638.6","977196844446.241","1018601794034.79","1096780829250.8","1116305299601.21","1137595954619.2","1183622615606.06","1263142391486.31","1341775400309.42","1485209697967.45","1560053813909.2","1653898166712.45","1637276799538.65","1741129416219.66","1911319122227.47","2012767821886.24","2064490858166.15","2171926769954.91","2228163971080.59","2382092565109.36","2470075497063.95","2573847595047.66","",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94470651.7716192","97751255.3120977","107118212.232866","116242360.367909","125702868.240348","138879390.499718","126851668.155885","120721652.102143","121080115.892174","121286594.740401","125676953.616756","137200551.466137","144585246.99452","144890639.710858","150203847.082168","158421351.32835","164306045.390563","173391814.445869","164827438.858471","168481932.215757","183322966.613289","185737266.300436","184812388.390394","195046900.853163","196868917.5409","202140371.053709","207021009.953043","219513754.721093","233011656.714545","",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10703119156653.7","11219888048004","11723162232821.7","12347198381211.9","12984480752086.1","13817238481489.5","14821631908723.7","15796838235056.2","16140874621952.9","16993962489341.2","18368799340183.3","19492409173385.8","20716815987342.8","22378738848727.9","24794879517759.5","27476288116984","30933460827217","34526193446902.7","37639419633737.1","39226583187347.9","42691143668635.9","46378766748220.6","49788113363741.8","52706604678735.6","54847536336057.7","55896620752921.5","58244578804977.8","61715222916868.4","66345465244185.1","",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11031889968.0445","10701187856.4834","10226493312.1287","9686845451.26433","9719748667.40004","9812934776.36112","10111035480.2103","10433496958.7146","10937042528.5214","11547107899.5299","12470457965.2928","12316151427.7985","12919307890.5124","13352939693.0165","14564214340.551","15987123544.8163","17708652910.0574","19089297652.8898","21537255765.7143","22599596774.8701","23362604496.28","24064053754.2993","24558723391.1969","26269767463.302","27776033064.799","28759629601.278","31370165477.4419","32379133926.6488","34628881001.6022","",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6795669752.9686","7850639961.00636","7771104775.82708","8207577113.45275","8699705792.70847","8963930294.89247","9772119134.09908","10420664062.0928","11335849373.3092","12155097724.7632","12419261970.2523","14643170658.4878","15336847772.7582","17046214069.1561","17778214171.8617","19529947675.5774","21059040797.7011","22380231098.3279","23904629891.5556","25213907158.6053","26888560170.2675","28339693401.1737","28237533031.4245","29877482760.8827","32457374143.6582","35461933165.8416","39331143496.327","41620766201.6875","44723722442.749","",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3306477603.3869","3632159928.15159","3889198546.60414","4159738631.47712","4488655652.88242","4873437392.03217","5192573160.52713","5790339197.07647","6113966260.35424","6574206014.68218","7579551494.56464","7711814803.98922","8141803906.10032","8345515437.71056","8587623293.54121","8978261672.18093","9411261868.47688","10123957965.6287","10722899596.0002","10790130415.2396","11535695774.7373","11899313545.3986","12364441831.4308","13239174494.5049","14510405709.0251","16108943538.5002","17744776946.7585","19556041260.3249","21100068066.5174","",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17581265616.2851","18057566098.6718","20253368819.436","21985392577.4557","24134029354.1341","26352084606.6312","28563476259.2292","30698147497.8502","32864748769.7162","36988275507.8942","43013181679.7708","48943084081.331","55696001978.8197","64584074847.2718","75319280589.0131","88203816506.5167","102755695930.224","118168883333.749","132821726009.398","147953822444.658","164098477496.802","176893542391.214","191627992839.891","208260518970.203","221948139427.706","227956397668.174","229829019939.781","246653065887.024","268326549371.508","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1175666008250.74","1193672767666.65","1278299544564.13","1344804047743.11","1393060484784.18","1461280829158.67","1576131240358.83","1658028646253.33","1790206973236.17","1896512969373.97","2029486499657.16","2122319141013.25","2228419788126.28","2329280075995.62","2580592454149.58","2781446387036.37","3025233489444.5","3295994604371.87","3483354670094.58","3600103091372.21","3833052366604.92","3886089349345.45","4021496738830.7","4050665094336.05","4045865882414.29","3821058150662.83","3849330285076.62","4084788800608.85","","",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3632173680.6208","4113971338.33804","4329955868.12522","4489672450.79425","4805727470.14038","5106761554.82747","6424631548.5779","7665442942.54148","8524385780.9093","8059255439.02256","8452202531.95634","8974030332.43041","8603940441.9714","9237491990.97165","9557926298.38586","10164369015.3684","11324388004.1132","12263398815.5725","13254360230.2767","",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7309392733.63335","6899644001.79907","6403662837.57076","6347657117.83425","6621580014.89144","7191496828.85181","7486855195.73848","7912729922.27937","8269044004.26836","8645988583.73992","8940570943.31833","9406455278.62411","10007490707.1771","10907345508.4934","12391145511.8651","13703932272.8696","15326665410.9783","17351254385.5496","19263123792.1685","19163741461.3075","20621063954.6683","24691841190.0464","28889861355.6363","30403005655.3456","32502625099.5549","32283784218.1126","32835671818.9751","35222426052.7844","38687544088.0557","",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3785681590.85603","4105475559.67523","3942800039.25023","4463614873.63386","4856916974.06409","5070543655.29952","5741930562.29708","6500984114.53331","7226754314.335","8188945583.58222","8471510396.61094","9703969456.14057","10773268755.3588","11733401431.6191","13004768124.3773","14299988011.7252","16162120586.0548","17879435285.3262","19555819593.067","20949030568.008","22568181850.7828","24745386724.0785","25813698347.3906","27783155072.7284","29953098080.0836","34937911152.8501","37978732581.439","36775580595.8018","38962857121.0397","",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3579385945.49786","3766598985.78766","3924635826.49838","4253601966.28749","4211461035.4378","4721996929.85244","5088253993.50638","4966642084.10867","5162059085.81509","5640478043.94248","5741749811.31903","5985560799.23417","6120672022.39366","6607043292.67368","7174876935.62771","8061961288.05063","9873187443.93229","10424092587.5767","10741621472.5995","10710720411.0123","11352782383.1525","12135129157.3407","12795353383.4615","14101068949.4404","13766272238.4477","13288492735.0227","14304429691.9221","15785980091.2777","16745263957.7579","",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5237260908.92491","5654523849.57698","6160039718.40596","6626462619.24641","7047895301.55418","7504209481.42597","8068615326.51599","8674563727.45221","9304840310.69732","9685634616.62791","10714407615.5476","11315956444.4686","11680582116.8194","12602481621.5429","13502148249.5475","14170214942.5627","15309357186.8143","16620931040.1546","17857009377.0125","18589628805.121","19629432102.0652","20856589153.2036","21336599015.7041","22512951398.6011","23318691395.0745","24281036130.165","26158868098.1423","27081834228.7363","28788449603.5077","",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4412425816.7798","4959885310.46029","4700920690.78708","5278698978.46011","4839328070.69016","5767338137.26755","6302644183.87888","6654470784.69811","6991494172.61858","7308209279.88961","7589340382.85629","7369958308.928","7613804655.0593","8197684020.30462","8874701323.21891","9450268932.26821","10193857319.7501","11472591258.8305","12589272655.5897","13741688330.8684","14857433208.6428","15904043611.065","15962658907.8028","17592202396.314","17580251178.931","17058288784.2205","17633217117.8581","18333705241.2908","19437615929.042","",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122934587698.984","139223454322.574","155048302260.377","174427266381.983","194563381167.189","218167841273.432","244384817865.312","266803228468.58","249949998280.044","269121239348.782","299511433210.22","307665498646.424","329380603272.056","354917785885.524","389196719510.374","422718912311.68","459833889084.362","501928314481.797","536415236395.059","532323905564.586","578511606757.7","621861803378.808","668160284387.084","691882710418.126","734854153808.344","750757566501.674","783927686712.091","828897039978.868","889349000504.627","",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6522889903087.93","6724711669300.9","7105155999337.37","7473248413330.88","7943286132731.05","8327582512624.65","8784849877959.69","9332493957234.99","9855903385102.8","10476692738603.2","11153202446437.2","11518881392428.9","11907066806740.5","12481049980327.8","13296604169237.4","14207805757057.3","15056050773917.8","15753490124455.3","16056164887264.2","15757629535506.7","16356928465093.5","16974021997897.9","17665368253956.2","18338986887836.6","19143344292566.2","19814677595736.2","20388456443769.1","21264147905867.8","22401735634798.4","",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5235746450.1352","5854795412.9733","6418734546.58739","6467023791.38276","6719379865.46101","7127756963.89661","7489903274.90201","7940590419.90404","8294276503.98896","8697521630.57612","9202475792.62849","9515103349.78785","10128463045.1344","10753959102.4238","12398463387.3438","13108026225.2383","14459913155.7313","15646303466.6211","16373306774.3305","16546958336.2672","17750728454.4716","19044152169.5933","20544753086.3098","22768873554.9558","24504202490.4384","25316900566.6521","25889133817.6636","25725068018.3167","26207750089.1878","",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4547714670.75464","4819242568.63014","4607868660.70509","4785412577.08755","5083326188.11453","5325151474.00654","5608062319.15571","5861874573.63024","6545667380.47158","6602407407.30152","6654860618.41582","7283984146.60772","7621110536.37399","8174061830.56616","8402519039.21231","9054144032.38003","9869173136.04694","10453169111.3265","11678209532.1297","11683375909.0794","12808126818.9124","13374195062.5898","15223163307.8589","15675031670.4811","16686334340.714","17090934603.5852","17380936425.2931","18286922154.8502","19946815401.8942","",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196055267894.557","203411706370.504","217682343415.027","218304792647.342","218919754509.207","223347719256.987","236980380620.321","248147222160.895","257417573278.616","262659531960.943","282000569307.85","305239982391.737","357598985971.025","391001358105.002","438671520344.943","481459606000.007","526086113131.071","575824742484.17","626734458463.609","682266544594.541","745473030033.108","801440949035.347","834485083486.131","898282776272.353","971721738291.214","982562418538.505","973235603616.483","990700126987.506","1034493130211.53","",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8244258179.54521","8506926274.98959","8734406543.85161","8906215333.89371","9400009569.85049","10164484328.3876","11007268957.826","11641226286.3435","12209199112.5034","13256914389.5791","14109168878.1748","14845556424.6673","15194074779.2287","15866357967.1756","17159053227.5147","18451256036.2405","19798970029.2653","21362781178.4389","22526699748.7334","21951020427.3914","23185868396.2337","25165569566.896","26496729013.9834","27953036014.3928","30354462735.3096","32943914069.7611","35892645790.0858","38334872386.3983","37717217525.0401","",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286171150117.825","303064750410.393","315259523221.25","326787556452.904","343648990806.356","361787314768.259","380056949266.188","406005938609.433","435222448623.673","462796668420.942","507749234175.488","532642937201.143","556285472929.846","553482674322.596","582518266772.469","614044200508.505","669606824526.415","719050417259.904","763407743799.947","737252338565.806","748922932716.248","777880906388.857","792042289740.032","827475738129.662","830318571509.821","852113154375.18","890398578051.304","948181470187.003","991941839767.178","",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78158606332.3835","83294247331.1614","88237563480.6421","92898287561.143","99678703785.6873","105997789883.053","117322027759.349","125983156842.043","124904617756.936","136333970612.487","165942689070.338","170531620995.88","172360885220.162","175982254547.413","195208372473.104","220981890027.144","252120047946.01","263111799057.39","294277831349.971","267595933920.422","283373097740.837","307471559230.611","327987730556.922","340137921349.59","338506031929.012","313314639533.399","308490911254.352","332135466131.602","359298961716.099","",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14213811024.493","15630254442.8883","16642922409.6388","17693148070.8773","19555674668.1405","20658225705.2","22157367848.5663","23677376893.4192","24666111002.7462","26126365881.7584","28366459776.2855","30380081159.9614","30897698976.6206","32713061170.1723","35166828954.1492","37523884916.6598","39960175516.3807","42433503850.7922","45899690623.2524","48346137997.8434","51265175554.9085","54126905678.7827","58734430305.9424","63248265384.3269","69772988180.0675","71140009738.525","70419523315.775","85624913438.4777","93550062146.5022","",
"Nauru","NRU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37560838.8320994","51471090.9468193","56354701.8040091","64736887.9804186","73811384.0187436","82814782.5114975","113100432.013408","157330601.695782","163478392.570808","182453748.282402","193646252.984264","209670092.723199","",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49471987730.6195","50892513205.9798","52669585171.967","57000804043.266","61865976171.3565","65778060901.9159","68906785240.5988","72362062299.7901","73785919574.9639","78923926226.423","83014452837.0897","87312570209.8562","92024844754.3231","96525529814.2861","102518335154.08","106147882736.156","116160504942.383","124123279608.537","127199876032.143","132085222238.617","135978567905.064","143508208746.799","145406392791.762","160890303386.149","168034260409.653","172224677187.17","187315101849.294","196177832086.615","204260273084.525","",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18128860214323.5","18995265154591.1","19869397010422.5","20580110672120.5","21669162835379.4","22730826126143.4","23919035115245.8","25213788364677.9","26082724698721.7","27314949060015.7","29209102629890.7","30331840752051.5","31517081485240.5","32656336172598.2","34627974531284.3","36516999742840.9","39205954675280.4","41396810680406.7","42781319024094","41959533486035.2","43801819815829.3","45826492279878.1","47351418431136.5","49316060945616.2","51107546802078.5","52910680129020.1","55000333066468.9","57528481361809.9","59888495889643.8","",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42706333033.497","46832296360.0253","51929774850.0156","56372582708.7561","59807880269.1562","64113106157.8705","67275640884.812","72564814581.8038","75320534863.2799","76312652850.1785","82232678194.5606","87803283230.1239","88210505570.941","87450625390.8088","90965363182.8828","96134903891.0972","104364861822.874","111940273977.928","123474960757.633","132021159208.351","139976686607.687","141316259799.373","154955257652.116","157554955741.927","156104623801.337","132598157414.176","129119419373.198","135696492788.887","141454109168.142","",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234020926612.022","250450777936.346","267155894528.535","284340044766.938","320050973222.27","348682784384.476","401251883554.347","456853237697.353","507834320468.128","529146106920.886","584581584841.068","645224666700.936","687060390225.187","709565455296.704","721426106739.728","626870331096.962","624647428029.324","694657709741.756","726591810309.224","",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208201702783.384","226137224484.722","249113708474.8","259498446724.212","274945357154.407","294641062200.334","314577521060.963","323248155952.64","335222748562.384","352509452521.155","375742630000.494","391596690790.049","410617308888.695","438512254674.621","483499933128.812","536786841377.086","587194839014.913","632108897141.145","655368177075.66","679063640407.97","698014005416.671","732179845261.482","752634805740.085","784878585551.666","827723934660.273","872078292947.578","898081537002.253","950381922984.568","1030292071982.74","",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12465971895.7289","14101418774.2022","15605687268.4878","16847008357.6644","17697173594.5312","18384751221.6907","19485158496.8275","21101802006.3597","22905932480.2508","24146876666.6923","25357009478.3621","26062008987.2341","27064398753.809","28726339909.3443","31718705894.8367","35058757294.6488","39244952268.6904","45128629106.2543","50540676373.5715","51558979148.1722","55199558082.1907","62728208418.2053","70450863061.194","79824325956.2569","89326179707.1985","100475105670.321","112433953985.117","125200999800.064","132966634972.513","",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74191065308.9724","78402198175.087","79755484050.0035","85926239479.579","98563046470.8045","108087815351.392","113147680517.972","122553535487.942","123447656720.724","127102074780.408","133444567185.033","137214203630.282","146985987030.316","155951348486.486","168090446559.342","184220033781.832","204084376102.849","227418351573.344","253001150965.323","257723487422.799","282451550072.956","306596257463.361","317798190739.673","336365846841.085","346335754760.544","352606229407.15","371502007496.596","393259049121.626","418859279286.549","",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159034155280.555","163461448536.769","167751012161.854","175359742968.674","186962761362.567","199813885644.174","215367286741.023","230441207684.002","231690916175.33","242279693099.855","258622205376.09","271943550301.426","286316680326.194","306129131430.877","335426148419.517","362399213252.201","392941594594.226","430195142128.696","456775459592.456","465542974569.279","506913219778.51","536441442359.743","584490820874.994","626216655565.78","669237808526.051","701100876345.574","764238161322.023","815454534969.963","887473707655.439","",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188945252.043525","205459834.27644","215923164.128463","213695587.711897","230365619.988088","247181158.495052","250854266.179511","261052322.304749","251267338.499024","237336886.240548","240796314.068461","257787282.61526","267568959.810003","268414234.491581","285453290.751678","317573085.259637","323603535.226279","318154002.830617","331462431.795299","",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6643330891.0327","7523672291.74593","8760834990.04948","10600858216.8331","11470592307.519","11323186711.3181","12422252919.9573","12143084457.9338","11816919397.0604","12209967621.0948","12171489234.4134","12423375326.9666","12599830619.7241","13111558521.2506","13830943543.8026","15166649627.9426","16470960957.9501","18235232456.6534","18534820469.0832","19946175555.0079","22222378559.496","22937846458.121","24466489956.6977","25848109365.7577","29904167633.1598","33090247891.0397","34816199004.6061","36733131212.9005","37319091772.2656","",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235290724466.851","226182435709.001","237155323465.297","251849872467.228","270842221199.277","295744653467.47","318664573874.385","344761172304.934","366197753276.07","387468520811.944","407661970478.243","424633333696.279","450394072658.275","468286207442.492","509395066675.547","530344105654.599","577444544059.52","639920274330.447","698099544956.881","734838882078.915","801336653343.38","869769693309.293","907167369644.705","940325020076.099","973566357429.12","1020164418525.45","1073913831246.99","1144687674834.63","1205917498455.01","",
